Прайс,Класс ТМЦ,ТМЦ кратко,ТМЦ,Код,Цена
Общий,Петля продольная,Петля шпагатная КОМПО-04,"Петля шпагатная ""КОМПО-04-5000 Синий""",110481,5.82
Общий,Петля продольная,Петля шпагатная КОМПО-04,"Петля шпагатная ""КОМПО-04-5000 Фиолетовый""",110486,5.82
Общий,Петля штучная,Петля шпагатная КОМПО-110,"Петля шпагатная ""КОМПО-110-10000 Бежевый""",110461,1.661
Общий,Петля штучная,Петля шпагатная КОМПО-110,"Петля шпагатная ""КОМПО-110-10000 Белый""",110460,1.661
Общий,Петля штучная,Петля шпагатная КОМПО-110,"Петля шпагатная ""КОМПО-110-10000 Желтый""",110464,1.661
Общий,Петля штучная,Петля шпагатная КОМПО-110,"Петля шпагатная ""КОМПО-110-10000 Зеленый""",110465,1.661
Общий,Петля штучная,Петля шпагатная КОМПО-110,"Петля шпагатная ""КОМПО-110-10000 Красный""",110462,1.661
Общий,Петля штучная,Петля шпагатная КОМПО-110,"Петля шпагатная ""КОМПО-110-10000 Оранжевый""",110466,1.661
Общий,Петля штучная,Петля шпагатная КОМПО-110,"Петля шпагатная ""КОМПО-110-10000 Синий""",110463,1.661
Общий,Петля штучная,Петля шпагатная КОМПО-110,"Петля шпагатная ""КОМПО-110-10000 Фиолетовый""",110467,1.661
Общий,Петля штучная,Петля шпагатная КОМПО-110,"Петля шпагатная ""КОМПО-110-10000 Черный""",117403,1.661
Общий,Петля штучная,Петля шпагатная КОМПО-120,"Петля шпагатная ""КОМПО-120-10000 Белый""",110468,1.705
Общий,Петля штучная,Петля шпагатная КОМПО-120,"Петля шпагатная ""КОМПО-120-10000 Желтый""",110471,1.705
Общий,Петля штучная,Петля шпагатная КОМПО-120,"Петля шпагатная ""КОМПО-120-10000 Зеленый""",110472,1.705
Общий,Петля штучная,Петля шпагатная КОМПО-120,"Петля шпагатная ""КОМПО-120-10000 Красный""",110469,1.705
Общий,Петля штучная,Петля шпагатная КОМПО-120,"Петля шпагатная ""КОМПО-120-10000 Оранжевый""",110473,1.705
Общий,Петля штучная,Петля шпагатная КОМПО-120,"Петля шпагатная ""КОМПО-120-10000 Синий""",110470,1.705
Общий,Петля штучная,Петля шпагатная КОМПО-120,"Петля шпагатная ""КОМПО-120-10000 Фиолетовый""",110475,1.705
Общий,Петля штучная,Петля шпагатная КОМПО-150,"Петля шпагатная ""КОМПО-150-10000 Белый""",142952,1.83
Общий,Петля штучная,Петля шпагатная КОМПО-90,"Петля шпагатная ""КОМПО-90-10000 Белый""",110452,1.5839999999999999
Общий,Петля штучная,Петля шпагатная КОМПО-90,"Петля шпагатная ""КОМПО-90-10000 Желтый""",110456,1.5839999999999999
Общий,Петля штучная,Петля шпагатная КОМПО-90,"Петля шпагатная ""КОМПО-90-10000 Зеленый""",110457,1.5839999999999999
Общий,Петля штучная,Петля шпагатная КОМПО-90,"Петля шпагатная ""КОМПО-90-10000 Красный""",110453,1.5839999999999999
Общий,Петля штучная,Петля шпагатная КОМПО-90,"Петля шпагатная ""КОМПО-90-10000 Оранжевый""",110458,1.5839999999999999
Общий,Петля штучная,Петля шпагатная КОМПО-90,"Петля шпагатная ""КОМПО-90-10000 Синий""",110455,1.5839999999999999
Общий,Петля штучная,Петля шпагатная КОМПО-90,"Петля шпагатная ""КОМПО-90-10000 Фиолетовый""",110459,1.5839999999999999
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,50","Скрепка ""15-07/5х1,50 Л-М-0.1-6000""",110532,3.22
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,50","Скрепка ""15-07/5х1,50 Л-СМ-0.1-6000""",110531,3.22
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,50","Скрепка ""15-07/5х1,50 П-М-0.1-6000""",110530,3.22
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,50","Скрепка ""15-07/5х1,50 П-СМ-0.1-6000""",110529,3.22
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,50","Скрепка Н5-15-07/5х1,50-Л-М",089359,3.22
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,50","Скрепка Н5-15-07/5х1,50-Л-ОМ",089360,3.22
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,50","Скрепка Н5-15-07/5х1,50-Л-СМ",089358,3.22
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,50","Скрепка Н5-15-07/5х1,50-Л-СТ",089357,3.22
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,50","Скрепка Н5-15-07/5х1,50-Л-Т",089356,3.22
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,50","Скрепка Н5-15-07/5х1,50-П-М",083968,3.22
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,50","Скрепка Н5-15-07/5х1,50-П-М Алжир",105972,3.22
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,50","Скрепка Н5-15-07/5х1,50-П-ОМ",089355,3.22
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,50","Скрепка Н5-15-07/5х1,50-П-СМ",089352,3.22
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,50","Скрепка Н5-15-07/5х1,50-П-СТ",089351,3.22
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,50","Скрепка Н5-15-07/5х1,50-П-Т",089350,3.22
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,75","Скрепка ""15-07/5х1,75 Л-М-0.1-6000""",110537,3.36
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,75","Скрепка ""15-07/5х1,75 Л-СМ-0.1-6000""",110536,3.36
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,75","Скрепка ""15-07/5х1,75 П-М-0.1-6000""",110535,3.36
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,75","Скрепка ""15-07/5х1,75 П-СМ-0.1-6000""",110534,3.36
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,75","Скрепка Н6-15-07/5х1,75-Л-М",089370,3.36
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,75","Скрепка Н6-15-07/5х1,75-Л-ОМ",089371,3.36
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,75","Скрепка Н6-15-07/5х1,75-Л-СМ",089369,3.36
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,75","Скрепка Н6-15-07/5х1,75-Л-СТ",089368,3.36
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,75","Скрепка Н6-15-07/5х1,75-Л-Т",089367,3.36
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,75","Скрепка Н6-15-07/5х1,75-П-М",085109,3.36
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,75","Скрепка Н6-15-07/5х1,75-П-ОМ",089366,3.36
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,75","Скрепка Н6-15-07/5х1,75-П-СМ",089364,3.36
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,75","Скрепка Н6-15-07/5х1,75-П-СТ",089363,3.36
Общий,Скрепка непрерывная,"Скрепка 15-07/5х1,75","Скрепка Н6-15-07/5х1,75-П-Т",089361,3.36
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,50","Скрепка ""15-08/5х1,50 Л-М-0.1-5000""",110542,3.41
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,50","Скрепка ""15-08/5х1,50 Л-СМ-0.1-5000""",110541,3.41
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,50","Скрепка ""15-08/5х1,50 П-М-0.1-5000""",110539,3.41
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,50","Скрепка ""15-08/5х1,50 П-СМ-0.1-5000""",110538,3.41
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,50","Скрепка ""15-08/5х1,50 П-Т-0.1-5000""",117814,3.41
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,50","Скрепка Н7-15-08/5х1,50-Л-М",089380,3.41
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,50","Скрепка Н7-15-08/5х1,50-Л-ОМ",089381,3.41
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,50","Скрепка Н7-15-08/5х1,50-Л-СМ",089379,3.41
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,50","Скрепка Н7-15-08/5х1,50-Л-СТ",089378,3.41
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,50","Скрепка Н7-15-08/5х1,50-Л-Т",089377,3.41
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,50","Скрепка Н7-15-08/5х1,50-П-М",089375,3.41
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,50","Скрепка Н7-15-08/5х1,50-П-ОМ",089376,3.41
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,50","Скрепка Н7-15-08/5х1,50-П-СМ",053382,3.41
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,50","Скрепка Н7-15-08/5х1,50-П-СМ",103893,3.41
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,50","Скрепка Н7-15-08/5х1,50-П-СМ Алжир",105970,3.41
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,50","Скрепка Н7-15-08/5х1,50-П-СТ",089373,3.41
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,50","Скрепка Н7-15-08/5х1,50-П-Т",089372,3.41
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,75","Скрепка ""15-08/5х1,75 Л-М-0.1-5000""",110551,3.49
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,75","Скрепка ""15-08/5х1,75 Л-СМ-0.1-5000""",110550,3.49
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,75","Скрепка ""15-08/5х1,75 П-М-0.1-5000""",110549,3.49
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,75","Скрепка ""15-08/5х1,75 П-СМ-0.1-5000""",110544,3.49
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,75","Скрепка ""15-08/5х1,75 П-Т-0.1-5000""",117817,3.49
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,75","Скрепка Н8-15-08/5х1,75-Л-М",089390,3.49
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,75","Скрепка Н8-15-08/5х1,75-Л-ОМ",089391,3.49
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,75","Скрепка Н8-15-08/5х1,75-Л-СМ",089389,3.49
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,75","Скрепка Н8-15-08/5х1,75-Л-СТ",089388,3.49
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,75","Скрепка Н8-15-08/5х1,75-Л-Т",089387,3.49
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,75","Скрепка Н8-15-08/5х1,75-П-М",089385,3.49
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,75","Скрепка Н8-15-08/5х1,75-П-ОМ",089386,3.49
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,75","Скрепка Н8-15-08/5х1,75-П-СМ",061745,3.49
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,75","Скрепка Н8-15-08/5х1,75-П-СТ",089383,3.49
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,75","Скрепка Н8-15-08/5х1,75-П-Т",089382,3.49
Общий,Скрепка непрерывная,"Скрепка 15-08/5х1,75","Скрепка непрерывная Н8-15-08/5х1,75",061639,3.49
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,50","Скрепка ""15-09/5х1,50 Л-М-0.1-5000""",110556,3.76
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,50","Скрепка ""15-09/5х1,50 Л-СМ-0.1-5000""",110555,3.76
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,50","Скрепка ""15-09/5х1,50 П-М-0.1-5000""",110554,3.76
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,50","Скрепка ""15-09/5х1,50 П-СМ-0.1-5000""",110553,3.76
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,50","Скрепка ""15-09/5х1,50 П-Т-0.1-5000""",117818,3.76
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,50","Скрепка Н9-15-09/5х1,50-Л-М",089400,3.76
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,50","Скрепка Н9-15-09/5х1,50-Л-ОМ",089401,3.76
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,50","Скрепка Н9-15-09/5х1,50-Л-СМ",089399,3.76
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,50","Скрепка Н9-15-09/5х1,50-Л-СТ",089398,3.76
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,50","Скрепка Н9-15-09/5х1,50-Л-Т",089397,3.76
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,50","Скрепка Н9-15-09/5х1,50-П-М",089395,3.76
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,50","Скрепка Н9-15-09/5х1,50-П-ОМ",089396,3.76
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,50","Скрепка Н9-15-09/5х1,50-П-СМ",064404,3.76
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,50","Скрепка Н9-15-09/5х1,50-П-СТ",089393,3.76
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,50","Скрепка Н9-15-09/5х1,50-П-Т",089392,3.76
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,75","Скрепка ""15-09/5х1,75 Л-М-0.1-5000""",110562,3.87
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,75","Скрепка ""15-09/5х1,75 Л-ОМ-0.1-5000""",110561,3.87
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,75","Скрепка ""15-09/5х1,75 Л-СМ-0.1-5000""",110560,3.87
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,75","Скрепка ""15-09/5х1,75 Л-Т-0.1-5000""",117819,3.87
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,75","Скрепка ""15-09/5х1,75 П-М-0.1-5000""",110559,3.87
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,75","Скрепка ""15-09/5х1,75 П-СМ-0.1-5000""",110557,3.87
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,75","Скрепка Н10-15-09/5х1,75-Л-М",089410,3.87
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,75","Скрепка Н10-15-09/5х1,75-Л-ОМ",089411,3.87
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,75","Скрепка Н10-15-09/5х1,75-Л-СМ",053377,3.87
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,75","Скрепка Н10-15-09/5х1,75-Л-СТ",089408,3.87
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,75","Скрепка Н10-15-09/5х1,75-Л-Т",089407,3.87
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,75","Скрепка Н10-15-09/5х1,75-П-М",089405,3.87
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,75","Скрепка Н10-15-09/5х1,75-П-ОМ",089406,3.87
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,75","Скрепка Н10-15-09/5х1,75-П-СМ",089404,3.87
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,75","Скрепка Н10-15-09/5х1,75-П-СТ",089403,3.87
Общий,Скрепка непрерывная,"Скрепка 15-09/5х1,75","Скрепка Н10-15-09/5х1,75-П-Т",089402,3.87
Общий,Скрепка непрерывная,"Скрепка 17-09/5х2,00","Скрепка ""17-09/5х2,00 П-СМ-0.1-4000""",124071,4.77
Общий,Скрепка непрерывная,"Скрепка 18-07/5X1,75","Скрепка 18-07/5X1,75 для колбасных батонов 83-219420",078432,4.35
Общий,Скрепка непрерывная,"Скрепка 18-07/5х1,50","Скрепка ""18-07/5х1,50 П-СМ-0.1-4000""",121001,4.07
Общий,Скрепка непрерывная,"Скрепка 18-07/5х1,75","Скрепка ""18-07/5х1,75 Л-М-0.1-4000""",110566,4.35
Общий,Скрепка непрерывная,"Скрепка 18-07/5х1,75","Скрепка ""18-07/5х1,75 Л-СМ-0.1-4000""",110565,4.35
Общий,Скрепка непрерывная,"Скрепка 18-07/5х1,75","Скрепка ""18-07/5х1,75 Л-Т-0.1-4000""",117820,4.35
Общий,Скрепка непрерывная,"Скрепка 18-07/5х1,75","Скрепка ""18-07/5х1,75 П-М-0.1-4000""",110564,4.35
Общий,Скрепка непрерывная,"Скрепка 18-07/5х1,75","Скрепка ""18-07/5х1,75 П-СМ-0.1-4000""",110563,4.35
Общий,Скрепка непрерывная,"Скрепка 18-07/5х1,75","Скрепка Н12-18-07/5х1,75-Л-М",089420,4.35
Общий,Скрепка непрерывная,"Скрепка 18-07/5х1,75","Скрепка Н12-18-07/5х1,75-Л-ОМ",089421,4.35
Общий,Скрепка непрерывная,"Скрепка 18-07/5х1,75","Скрепка Н12-18-07/5х1,75-Л-СМ",089419,4.35
Общий,Скрепка непрерывная,"Скрепка 18-07/5х1,75","Скрепка Н12-18-07/5х1,75-Л-СТ",089418,4.35
Общий,Скрепка непрерывная,"Скрепка 18-07/5х1,75","Скрепка Н12-18-07/5х1,75-Л-Т",089417,4.35
Общий,Скрепка непрерывная,"Скрепка 18-07/5х1,75","Скрепка Н12-18-07/5х1,75-П-М",089415,4.35
Общий,Скрепка непрерывная,"Скрепка 18-07/5х1,75","Скрепка Н12-18-07/5х1,75-П-ОМ",089416,4.35
Общий,Скрепка непрерывная,"Скрепка 18-07/5х1,75","Скрепка Н12-18-07/5х1,75-П-СМ",089414,4.35
Общий,Скрепка непрерывная,"Скрепка 18-07/5х1,75","Скрепка Н12-18-07/5х1,75-П-СТ",089413,4.35
Общий,Скрепка непрерывная,"Скрепка 18-07/5х1,75","Скрепка Н12-18-07/5х1,75-П-Т",089412,4.35
Общий,Скрепка непрерывная,"Скрепка 18-09/5х1,75","Скрепка ""18-09/5х1,75 Л-М-0.1-4000""",110570,4.55
Общий,Скрепка непрерывная,"Скрепка 18-09/5х1,75","Скрепка ""18-09/5х1,75 Л-СМ-0.1-4000""",110569,4.55
Общий,Скрепка непрерывная,"Скрепка 18-09/5х1,75","Скрепка ""18-09/5х1,75 П-М-0.1-4000""",110568,4.55
Общий,Скрепка непрерывная,"Скрепка 18-09/5х1,75","Скрепка ""18-09/5х1,75 П-СМ-0.1-4000""",110567,4.55
Общий,Скрепка непрерывная,"Скрепка 18-09/5х1,75","Скрепка ""18-09/5х1,75 П-СМ-0.3-4000""",116341,4.55
Общий,Скрепка непрерывная,"Скрепка 18-09/5х1,75","Скрепка ""18-09/5х1,75 П-Т-0.1-4000""",117821,4.55
Общий,Скрепка непрерывная,"Скрепка 18-09/5х1,75","Скрепка ""18-09/5х1,75 П-Т-0.3-4000""",117823,4.55
Общий,Скрепка непрерывная,"Скрепка 18-09/5х1,75","Скрепка Н13-18-09/5х1,75-Л-М",089430,4.55
Общий,Скрепка непрерывная,"Скрепка 18-09/5х1,75","Скрепка Н13-18-09/5х1,75-Л-ОМ",089431,4.55
Общий,Скрепка непрерывная,"Скрепка 18-09/5х1,75","Скрепка Н13-18-09/5х1,75-Л-СМ",089429,4.55
Общий,Скрепка непрерывная,"Скрепка 18-09/5х1,75","Скрепка Н13-18-09/5х1,75-Л-СТ",089428,4.55
Общий,Скрепка непрерывная,"Скрепка 18-09/5х1,75","Скрепка Н13-18-09/5х1,75-Л-Т",089427,4.55
Общий,Скрепка непрерывная,"Скрепка 18-09/5х1,75","Скрепка Н13-18-09/5х1,75-П-М",089425,4.55
Общий,Скрепка непрерывная,"Скрепка 18-09/5х1,75","Скрепка Н13-18-09/5х1,75-П-ОМ",089426,4.55
Общий,Скрепка непрерывная,"Скрепка 18-09/5х1,75","Скрепка Н13-18-09/5х1,75-П-СМ",053379,4.55
Общий,Скрепка непрерывная,"Скрепка 18-09/5х1,75","Скрепка Н13-18-09/5х1,75-П-СТ",089423,4.55
Общий,Скрепка непрерывная,"Скрепка 18-09/5х1,75","Скрепка Н13-18-09/5х1,75-П-Т",089422,4.55
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 Л","Скрепка ""18-09/5х2,00 Л-М-0.1-4000""",110592,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 Л","Скрепка ""18-09/5х2,00 Л-М-0.2-4000""",110593,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 Л","Скрепка ""18-09/5х2,00 Л-М-0.3-4000""",110594,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 Л","Скрепка ""18-09/5х2,00 Л-ОМ-0.1-4000""",111913,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 Л","Скрепка ""18-09/5х2,00 Л-СМ-0.1-4000""",110589,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 Л","Скрепка ""18-09/5х2,00 Л-СМ-0.2-4000""",110590,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 Л","Скрепка ""18-09/5х2,00 Л-СМ-0.3-4000""",110591,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 Л","Скрепка ""18-09/5х2,00 Л-Т-0.1-4000""",117824,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 Л","Скрепка ""18-09/5х2,00 Л-Т-0.3-4000""",117825,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 Л","Скрепка Н14-18-09/5х2,00-Л-М",089460,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 Л","Скрепка Н14-18-09/5х2,00-Л-ОМ",089461,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 Л","Скрепка Н14-18-09/5х2,00-Л-СМ",076572,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 Л","Скрепка Н14-18-09/5х2,00-Л-СМ Алжир",105971,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 Л","Скрепка Н14-18-09/5х2,00-Л-СТ",089458,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 Л","Скрепка Н14-18-09/5х2,00-Л-Т",089457,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 Л",Скрепка непрерывная Н14-18-09/5х2 (Н14 Skawina ),076573,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 П","Скрепка ""18-09/5х2,00 П-М-0.1-4000""",110586,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 П","Скрепка ""18-09/5х2,00 П-М-0.2-4000""",110587,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 П","Скрепка ""18-09/5х2,00 П-М-0.3-4000""",110588,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 П","Скрепка ""18-09/5х2,00 П-ОМ-0.1-4000""",111912,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 П","Скрепка ""18-09/5х2,00 П-СМ-0.1-4000""",110583,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 П","Скрепка ""18-09/5х2,00 П-СМ-0.2-4000""",110584,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 П","Скрепка ""18-09/5х2,00 П-СМ-0.3-4000""",110585,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 П","Скрепка ""18-09/5х2,00 П-СМ-0.4-4000""",144597,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 П","Скрепка ""18-09/5х2,00 П-Т-0.1-4000""",117826,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 П","Скрепка ""18-09/5х2,00 П-Т-0.2-4000""",117827,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 П","Скрепка ""18-09/5х2,00 П-Т-0.3-4000""",117828,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 П","Скрепка Н14-18-09/5х2,00-П-М",085768,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 П","Скрепка Н14-18-09/5х2,00-П-ОМ",089456,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 П","Скрепка Н14-18-09/5х2,00-П-СМ",053380,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 П","Скрепка Н14-18-09/5х2,00-П-СТ",089452,4.79
Общий,Скрепка непрерывная,"Скрепка 18-09/5х2,00 П","Скрепка Н14-18-09/5х2,00-П-Т",089454,4.79
Общий,Скрепка непрерывная,"Скрепка 18-10/5X2,2","Скрепка 18-10/5X2,2 для колбасных батонов 83-219580/35",077263,5.42
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,00 Л","Скрепка ""18-11/5х2,00 Л-М-0.1-3000""",110600,5.42
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,00 Л","Скрепка ""18-11/5х2,00 Л-СМ-0.1-3000""",110599,5.42
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,00 Л","Скрепка ""18-11/5х2,00 Л-Т-0.1-3000""",117829,5.42
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,00 Л","Скрепка Н17-18-11/5х2,00-Л-М",089440,5.42
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,00 Л","Скрепка Н17-18-11/5х2,00-Л-ОМ",089441,5.42
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,00 Л","Скрепка Н17-18-11/5х2,00-Л-СМ",089434,5.42
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,00 Л","Скрепка Н17-18-11/5х2,00-Л-СТ",089438,5.42
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,00 Л","Скрепка Н17-18-11/5х2,00-Л-Т",089437,5.42
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,00 П","Скрепка ""18-11/5х2,00 П-М-0.1-3000""",110598,5.42
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,00 П","Скрепка ""18-11/5х2,00 П-СМ-0.1-3000""",110597,5.42
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,00 П","Скрепка ""18-11/5х2,00 П-Т-0.1-3000""",117830,5.42
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,00 П","Скрепка Н17-18-11/5х2,00-П-М",089435,5.42
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,00 П","Скрепка Н17-18-11/5х2,00-П-ОМ",089436,5.42
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,00 П","Скрепка Н17-18-11/5х2,00-П-СМ",053381,5.42
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,00 П","Скрепка Н17-18-11/5х2,00-П-СТ",089433,5.42
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,00 П","Скрепка Н17-18-11/5х2,00-П-Т",089432,5.42
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,20","Скрепка ""18-11/5х2,20 Л-М-0.1-3000""",110605,5.56
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,20","Скрепка ""18-11/5х2,20 Л-СМ-0.1-3000""",110604,5.56
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,20","Скрепка ""18-11/5х2,20 П-М-0.1-3000""",110603,5.56
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,20","Скрепка ""18-11/5х2,20 П-СМ-0.1-3000""",110601,5.56
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,20","Скрепка ""18-11/5х2,20 П-Т-0.1-3000""",117831,5.56
Общий,Скрепка непрерывная,"Скрепка 18-11/5х2,20","Скрепка Н18-18-11/5х2,20-Л-М",089450,5.56
